source,target
18286,9143
9143,27430
27430,13715
13715,41146
41146,20573
20573,61720
61720,30860
30860,15430
15430,7715
7715,23146
23146,11573
11573,34720
34720,17360
17360,8680
8680,4340
4340,2170
2170,1085
1085,3256
3256,1628
1628,814
814,407
407,1222
1222,611
611,1834
1834,917
917,2752
2752,1376
1376,688
688,344
344,172
172,86
86,43
43,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9016,4508
4508,2254
2254,1127
1127,3382
3382,1691
1691,5074
5074,2537
2537,7612
7612,3806
3806,1903
1903,5710
5710,2855
2855,8566
8566,4283
4283,12850
12850,6425
6425,19276
19276,9638
9638,4819
4819,14458
14458,7229
7229,21688
21688,10844
10844,5422
5422,2711
2711,8134
8134,4067
4067,12202
12202,6101
6101,18304
18304,9152
9152,4576
4576,2288
2288,1144
1144,572
572,286
286,143
143,430
430,215
215,646
646,323
323,970
970,485
485,1456
1456,728
728,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9017,27052
27052,13526
13526,6763
6763,20290
20290,10145
10145,30436
30436,15218
15218,7609
7609,22828
22828,11414
11414,5707
5707,17122
17122,8561
8561,25684
25684,12842
12842,6421
6421,19264
19264,9632
9632,4816
4816,2408
2408,1204
1204,602
602,301
301,904
904,452
452,226
226,113
113,340
340,170
170,85
85,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9018,4509
4509,13528
13528,6764
6764,3382
3382,1691
1691,5074
5074,2537
2537,7612
7612,3806
3806,1903
1903,5710
5710,2855
2855,8566
8566,4283
4283,12850
12850,6425
6425,19276
19276,9638
9638,4819
4819,14458
14458,7229
7229,21688
21688,10844
10844,5422
5422,2711
2711,8134
8134,4067
4067,12202
12202,6101
6101,18304
18304,9152
9152,4576
4576,2288
2288,1144
1144,572
572,286
286,143
143,430
430,215
215,646
646,323
323,970
970,485
485,1456
1456,728
728,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9019,27058
27058,13529
13529,40588
40588,20294
20294,10147
10147,30442
30442,15221
15221,45664
45664,22832
22832,11416
11416,5708
5708,2854
2854,1427
1427,4282
4282,2141
2141,6424
6424,3212
3212,1606
1606,803
803,2410
2410,1205
1205,3616
3616,1808
1808,904
904,452
452,226
226,113
113,340
340,170
170,85
85,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9020,4510
4510,2255
2255,6766
6766,3383
3383,10150
10150,5075
5075,15226
15226,7613
7613,22840
22840,11420
11420,5710
5710,2855
2855,8566
8566,4283
4283,12850
12850,6425
6425,19276
19276,9638
9638,4819
4819,14458
14458,7229
7229,21688
21688,10844
10844,5422
5422,2711
2711,8134
8134,4067
4067,12202
12202,6101
6101,18304
18304,9152
9152,4576
4576,2288
2288,1144
1144,572
572,286
286,143
143,430
430,215
215,646
646,323
323,970
970,485
485,1456
1456,728
728,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9021,27064
27064,13532
13532,6766
6766,3383
3383,10150
10150,5075
5075,15226
15226,7613
7613,22840
22840,11420
11420,5710
5710,2855
2855,8566
8566,4283
4283,12850
12850,6425
6425,19276
19276,9638
9638,4819
4819,14458
14458,7229
7229,21688
21688,10844
10844,5422
5422,2711
2711,8134
8134,4067
4067,12202
12202,6101
6101,18304
18304,9152
9152,4576
4576,2288
2288,1144
1144,572
572,286
286,143
143,430
430,215
215,646
646,323
323,970
970,485
485,1456
1456,728
728,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9022,4511
4511,13534
13534,6767
6767,20302
20302,10151
10151,30454
30454,15227
15227,45682
45682,22841
22841,68524
68524,34262
34262,17131
17131,51394
51394,25697
25697,77092
77092,38546
38546,19273
19273,57820
57820,28910
28910,14455
14455,43366
43366,21683
21683,65050
65050,32525
32525,97576
97576,48788
48788,24394
24394,12197
12197,36592
36592,18296
18296,9148
9148,4574
4574,2287
2287,6862
6862,3431
3431,10294
10294,5147
5147,15442
15442,7721
7721,23164
23164,11582
11582,5791
5791,17374
17374,8687
8687,26062
26062,13031
13031,39094
39094,19547
19547,58642
58642,29321
29321,87964
87964,43982
43982,21991
21991,65974
65974,32987
32987,98962
98962,49481
49481,148444
148444,74222
74222,37111
37111,111334
111334,55667
55667,167002
167002,83501
83501,250504
250504,125252
125252,62626
62626,31313
31313,93940
93940,46970
46970,23485
23485,70456
70456,35228
35228,17614
17614,8807
8807,26422
26422,13211
13211,39634
39634,19817
19817,59452
59452,29726
29726,14863
14863,44590
44590,22295
22295,66886
66886,33443
33443,100330
100330,50165
50165,150496
150496,75248
75248,37624
37624,18812
18812,9406
9406,4703
4703,14110
14110,7055
7055,21166
21166,10583
10583,31750
31750,15875
15875,47626
47626,23813
23813,71440
71440,35720
35720,17860
17860,8930
8930,4465
4465,13396
13396,6698
6698,3349
3349,10048
10048,5024
5024,2512
2512,1256
1256,628
628,314
314,157
157,472
472,236
236,118
118,59
59,178
178,89
89,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9023,27070
27070,13535
13535,40606
40606,20303
20303,60910
60910,30455
30455,91366
91366,45683
45683,137050
137050,68525
68525,205576
205576,102788
102788,51394
51394,25697
25697,77092
77092,38546
38546,19273
19273,57820
57820,28910
28910,14455
14455,43366
43366,21683
21683,65050
65050,32525
32525,97576
97576,48788
48788,24394
24394,12197
12197,36592
36592,18296
18296,9148
9148,4574
4574,2287
2287,6862
6862,3431
3431,10294
10294,5147
5147,15442
15442,7721
7721,23164
23164,11582
11582,5791
5791,17374
17374,8687
8687,26062
26062,13031
13031,39094
39094,19547
19547,58642
58642,29321
29321,87964
87964,43982
43982,21991
21991,65974
65974,32987
32987,98962
98962,49481
49481,148444
148444,74222
74222,37111
37111,111334
111334,55667
55667,167002
167002,83501
83501,250504
250504,125252
125252,62626
62626,31313
31313,93940
93940,46970
46970,23485
23485,70456
70456,35228
35228,17614
17614,8807
8807,26422
26422,13211
13211,39634
39634,19817
19817,59452
59452,29726
29726,14863
14863,44590
44590,22295
22295,66886
66886,33443
33443,100330
100330,50165
50165,150496
150496,75248
75248,37624
37624,18812
18812,9406
9406,4703
4703,14110
14110,7055
7055,21166
21166,10583
10583,31750
31750,15875
15875,47626
47626,23813
23813,71440
71440,35720
35720,17860
17860,8930
8930,4465
4465,13396
13396,6698
6698,3349
3349,10048
10048,5024
5024,2512
2512,1256
1256,628
628,314
314,157
157,472
472,236
236,118
118,59
59,178
178,89
89,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9024,4512
4512,2256
2256,1128
1128,564
564,282
282,141
141,424
424,212
212,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9025,27076
27076,13538
13538,6769
6769,20308
20308,10154
10154,5077
5077,15232
15232,7616
7616,3808
3808,1904
1904,952
952,476
476,238
238,119
119,358
358,179
179,538
538,269
269,808
808,404
404,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9026,4513
4513,13540
13540,6770
6770,3385
3385,10156
10156,5078
5078,2539
2539,7618
7618,3809
3809,11428
11428,5714
5714,2857
2857,8572
8572,4286
4286,2143
2143,6430
6430,3215
3215,9646
9646,4823
4823,14470
14470,7235
7235,21706
21706,10853
10853,32560
32560,16280
16280,8140
8140,4070
4070,2035
2035,6106
6106,3053
3053,9160
9160,4580
4580,2290
2290,1145
1145,3436
3436,1718
1718,859
859,2578
2578,1289
1289,3868
3868,1934
1934,967
967,2902
2902,1451
1451,4354
4354,2177
2177,6532
6532,3266
3266,1633
1633,4900
4900,2450
2450,1225
1225,3676
3676,1838
1838,919
919,2758
2758,1379
1379,4138
4138,2069
2069,6208
6208,3104
3104,1552
1552,776
776,388
388,194
194,97
97,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9027,27082
27082,13541
13541,40624
40624,20312
20312,10156
10156,5078
5078,2539
2539,7618
7618,3809
3809,11428
11428,5714
5714,2857
2857,8572
8572,4286
4286,2143
2143,6430
6430,3215
3215,9646
9646,4823
4823,14470
14470,7235
7235,21706
21706,10853
10853,32560
32560,16280
16280,8140
8140,4070
4070,2035
2035,6106
6106,3053
3053,9160
9160,4580
4580,2290
2290,1145
1145,3436
3436,1718
1718,859
859,2578
2578,1289
1289,3868
3868,1934
1934,967
967,2902
2902,1451
1451,4354
4354,2177
2177,6532
6532,3266
3266,1633
1633,4900
4900,2450
2450,1225
1225,3676
3676,1838
1838,919
919,2758
2758,1379
1379,4138
4138,2069
2069,6208
6208,3104
3104,1552
1552,776
776,388
388,194
194,97
97,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9028,4514
4514,2257
2257,6772
6772,3386
3386,1693
1693,5080
5080,2540
2540,1270
1270,635
635,1906
1906,953
953,2860
2860,1430
1430,715
715,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9029,27088
27088,13544
13544,6772
6772,3386
3386,1693
1693,5080
5080,2540
2540,1270
1270,635
635,1906
1906,953
953,2860
2860,1430
1430,715
715,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9030,4515
4515,13546
13546,6773
6773,20320
20320,10160
10160,5080
5080,2540
2540,1270
1270,635
635,1906
1906,953
953,2860
2860,1430
1430,715
715,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9031,27094
27094,13547
13547,40642
40642,20321
20321,60964
60964,30482
30482,15241
15241,45724
45724,22862
22862,11431
11431,34294
34294,17147
17147,51442
51442,25721
25721,77164
77164,38582
38582,19291
19291,57874
57874,28937
28937,86812
86812,43406
43406,21703
21703,65110
65110,32555
32555,97666
97666,48833
48833,146500
146500,73250
73250,36625
36625,109876
109876,54938
54938,27469
27469,82408
82408,41204
41204,20602
20602,10301
10301,30904
30904,15452
15452,7726
7726,3863
3863,11590
11590,5795
5795,17386
17386,8693
8693,26080
26080,13040
13040,6520
6520,3260
3260,1630
1630,815
815,2446
2446,1223
1223,3670
3670,1835
1835,5506
5506,2753
2753,8260
8260,4130
4130,2065
2065,6196
6196,3098
3098,1549
1549,4648
4648,2324
2324,1162
1162,581
581,1744
1744,872
872,436
436,218
218,109
109,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9032,4516
4516,2258
2258,1129
1129,3388
3388,1694
1694,847
847,2542
2542,1271
1271,3814
3814,1907
1907,5722
5722,2861
2861,8584
8584,4292
4292,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9033,27100
27100,13550
13550,6775
6775,20326
20326,10163
10163,30490
30490,15245
15245,45736
45736,22868
22868,11434
11434,5717
5717,17152
17152,8576
8576,4288
4288,2144
2144,1072
1072,536
536,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
9034,4517
4517,13552
13552,6776
6776,3388
3388,1694
1694,847
847,2542
2542,1271
1271,3814
3814,1907
1907,5722
5722,2861
2861,8584
8584,4292
4292,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9035,27106
27106,13553
13553,40660
40660,20330
20330,10165
10165,30496
30496,15248
15248,7624
7624,3812
3812,1906
1906,953
953,2860
2860,1430
1430,715
715,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
128,64
64,32
32,16
16,8
8,4
4,2
2,1
9036,4518
4518,2259
2259,6778
6778,3389
3389,10168
10168,5084
5084,2542
2542,1271
1271,3814
3814,1907
1907,5722
5722,2861
2861,8584
8584,4292
4292,2146
2146,1073
1073,3220
3220,1610
1610,805
805,2416
2416,1208
1208,604
604,302
302,151
151,454
454,227
227,682
682,341
341,1024
1024,512
512,256
256,128
